company_name,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,status,last_funding_year,last_funding_month,founded_year
"Hernandez, Thompson and Huang",AI,Canada,2.0,24504349,1,3,success,0,7,0
Bauer-Smith,E-Commerce,Israel,0.0,17172968,1,1,fail,14,3,10
Davis-Rivera,E-Commerce,US,3.0,19577162,2,3,success,14,3,8
Gomez PLC,FinTech,India,7.0,28695876,2,6,fail,11,3,7
"Shields, Lamb and Stevenson",EdTech,US,4.0,6304641,3,5,fail,12,7,8
Davis Ltd,EdTech,UK,9.0,6974387,3,7,fail,7,2,4
Adams-Young,AI,India,1.0,21023965,1,3,fail,6,7,2
"Myers, Cameron and Guzman",HealthTech,UK,9.0,26590142,3,3,success,10,1,1
"Simmons, Hammond and Ferrell",FinTech,US,2.0,19765636,2,2,success,8,9,4
Rodriguez Inc,EdTech,US,0.0,5445091,2,4,success,6,12,1
"Lee, Stein and Bartlett",HealthTech,US,6.0,20315745,2,4,fail,12,2,11
"Boyd, Anderson and Jenkins",Gaming,Canada,10.0,8137824,3,4,success,14,3,11
Robinson Inc,E-Commerce,UK,3.0,14174113,2,4,fail,12,2,10
Delacruz-Glenn,AI,Singapore,3.0,29658503,2,8,fail,13,12,10
Lewis-Love,SaaS,Canada,8.0,13532878,1,2,fail,8,3,0
"Crawford, Todd and Roberts",AI,US,18.0,44034821,3,6,fail,10,7,3
Burns-Lee,Biotech,UK,2.0,31345026,2,7,fail,11,4,3
Chambers Group,E-Commerce,Germany,4.0,21270363,3,6,fail,14,3,12
Kaufman-Pierce,Biotech,India,8.0,30944795,3,7,fail,8,9,0
Sellers-Schaefer,SaaS,US,3.0,16986759,1,6,fail,12,3,10
"Waters, Sanchez and Rivera",EdTech,India,3.0,9950025,3,3,success,13,7,11
"Nunez, Jones and Marshall",EdTech,US,4.0,10294302,3,4,fail,9,6,8
"Oliver, Henry and Morris",FinTech,Singapore,2.0,19812523,2,5,success,5,3,0
Fisher-White,E-Commerce,UK,1.0,13877217,1,5,fail,5,11,0
Hancock LLC,FinTech,US,0.0,12330236,2,4,success,9,8,5
Moreno-Herman,FinTech,US,3.0,22119013,1,8,fail,14,3,12
Sandoval Inc,E-Commerce,Germany,2.0,14093295,2,3,success,9,6,8
Mason-Garcia,E-Commerce,Germany,10.0,24647180,3,8,fail,14,3,9
Lozano Ltd,Gaming,India,1.0,6661393,1,3,fail,12,4,4
"Rose, Nelson and Barker",SaaS,UK,1.0,16925728,3,5,fail,10,5,3
Santiago PLC,E-Commerce,UK,17.0,34769035,2,5,fail,9,5,8
Mitchell and Sons,HealthTech,US,4.0,15988156,3,2,fail,14,3,8
Payne PLC,SaaS,Singapore,2.0,15974692,2,4,fail,14,3,10
Dixon LLC,SaaS,India,9.0,25118135,3,5,fail,7,11,4
Bass Ltd,Biotech,US,6.0,27312856,3,6,success,5,12,3
Harper Ltd,Biotech,US,4.0,36716137,3,9,fail,13,4,11
Hughes-Vaughn,Biotech,US,10.0,30753506,3,6,fail,7,5,1
"Sexton, Richardson and Munoz",E-Commerce,US,0.0,11396117,4,3,fail,9,5,7
Thomas-Sherman,HealthTech,UK,2.0,14107018,1,6,fail,11,5,3
Schmidt-Johnson,SaaS,US,8.0,24678109,1,6,fail,6,1,1
Jackson-Price,E-Commerce,Israel,2.0,11635734,1,4,fail,7,8,2
Sanders-Patrick,SaaS,UK,13.0,31603265,2,5,fail,9,6,5
Vazquez-Morgan,AI,US,0.0,32406487,5,7,success,3,7,1
"Snyder, Hawkins and Joyce",SaaS,US,2.0,21296146,3,6,fail,5,7,4
Schmidt-Stuart,E-Commerce,India,2.0,9996396,3,6,fail,8,5,5
Hawkins-Williams,AI,US,5.0,19026863,8,6,fail,5,9,0
Brown-Bridges,AI,US,1.0,17191632,1,5,fail,4,4,0
Burton Inc,Biotech,US,0.0,27403393,2,4,fail,11,7,5
Johnson Group,HealthTech,US,18.0,24616842,6,4,success,1,9,0
Barron Ltd,E-Commerce,US,3.0,25078181,2,4,success,11,4,11
Cervantes-Peterson,SaaS,US,1.0,19794609,2,5,success,8,10,4
"Miller, Little and Shepard",EdTech,Canada,3.0,8230533,7,1,fail,5,6,1
Vargas Ltd,SaaS,US,3.0,15981565,7,3,fail,10,6,9
Willis LLC,AI,India,10.0,30181612,2,7,success,12,8,6
"Adams, Gonzalez and Meyer",HealthTech,US,3.0,15602518,8,3,success,13,5,5
Lee Inc,HealthTech,US,8.0,19016395,6,3,success,9,1,8
"Wallace, Sanders and Gould",Gaming,Germany,12.0,15014494,2,7,fail,8,11,5
Hernandez-Johnson,EdTech,US,4.0,8952595,1,2,success,8,9,4
"Garza, Collins and Gibson",HealthTech,US,1.0,16031043,2,5,fail,5,11,4
Dorsey-Nichols,AI,India,3.0,17318273,2,5,fail,11,2,8
Guzman LLC,E-Commerce,US,9.0,18219854,1,5,fail,9,8,7
Norris-Weaver,HealthTech,India,4.0,23138945,3,6,fail,14,3,10
"Sanchez, Page and Nixon",AI,US,11.0,28681499,3,3,fail,14,3,12
"Fox, Ochoa and Coleman",E-Commerce,US,11.0,24732628,6,5,fail,5,3,2
Martin-Davis,FinTech,US,2.0,32519292,3,4,fail,7,7,0
Barber-Dyer,E-Commerce,Singapore,2.0,17891314,3,2,fail,5,3,3
Eaton PLC,AI,India,3.0,38253463,4,4,success,12,7,6
Rhodes-Wells,FinTech,India,0.0,24380544,2,8,fail,9,12,8
"Rocha, Bell and Ramsey",HealthTech,Canada,0.0,5642504,2,1,success,11,3,4
Barnes PLC,FinTech,UK,9.0,19926656,7,5,fail,11,5,8
Marks LLC,FinTech,Germany,14.0,32765012,6,5,fail,11,2,2
"Baxter, Sanders and Young",FinTech,India,0.0,15048936,2,2,fail,4,9,4
"Greene, Johnson and Jones",HealthTech,US,5.0,14707568,5,4,fail,14,2,8
Martinez-Phillips,SaaS,Canada,5.0,18039690,8,3,fail,13,6,8
"Martin, Davis and Mitchell",E-Commerce,Israel,7.0,16825137,3,3,success,12,6,6
Bell-Thompson,FinTech,US,5.0,16791543,1,3,fail,10,7,3
Glover and Sons,FinTech,India,1.0,6259224,2,2,fail,14,3,9
Franklin LLC,E-Commerce,UK,1.0,16060418,2,1,success,14,3,12
"Burns, Knight and Johnson",SaaS,US,0.0,6352458,1,3,success,12,10,6
Williams and Sons,E-Commerce,Israel,12.0,28593796,3,8,fail,4,3,0
Rollins-Bennett,HealthTech,India,3.0,15669154,3,4,fail,14,3,7
"Morales, Anderson and Henry",E-Commerce,UK,18.0,21206813,3,3,fail,12,12,8
Barrett-Swanson,AI,US,2.0,22249036,1,7,fail,14,3,12
Burns PLC,FinTech,US,4.0,26566261,1,5,fail,11,3,11
"Williams, Murphy and Livingston",AI,US,7.0,26783703,5,5,fail,0,10,0
Johnston-Walter,E-Commerce,US,7.0,17106843,3,3,fail,13,2,12
Dixon-Jackson,FinTech,India,1.0,24276789,3,7,fail,14,3,11
Kane PLC,EdTech,Canada,1.0,7280682,1,4,success,14,3,11
West Ltd,EdTech,India,0.0,5293730,7,1,fail,8,11,1
"Williams, Valdez and Snyder",AI,US,8.0,20337293,2,6,fail,7,2,6
"Thomas, Rodgers and Buck",E-Commerce,US,7.0,12818800,2,3,fail,7,1,1
Sanders LLC,AI,UK,0.0,32308785,5,4,success,10,7,5
Graham-Smith,E-Commerce,India,1.0,10149353,3,6,success,7,10,2
Williams Inc,EdTech,Singapore,2.0,7046985,4,5,success,14,3,11
Austin LLC,AI,Germany,3.0,21974523,1,6,fail,8,4,0
"Contreras, Campbell and White",FinTech,Canada,3.0,31262839,2,7,fail,14,3,12
May LLC,AI,US,20.0,25389118,2,4,fail,7,12,0
Tucker-Burnett,EdTech,Germany,7.0,4820484,2,2,fail,12,3,7
Barajas Group,E-Commerce,US,0.0,13280392,1,2,fail,14,3,12
Barnett-Mckee,Gaming,India,1.0,15399584,7,5,fail,12,3,6
"Davis, Sweeney and Cook",SaaS,India,2.0,17210265,1,6,fail,14,3,12
"Johnson, Davis and Hutchinson",HealthTech,India,1.0,21213377,2,2,fail,6,11,0
Ibarra-Ruiz,Gaming,US,7.0,9303991,1,3,fail,13,3,10
"Gordon, Cook and Bennett",E-Commerce,India,2.0,12114556,1,2,fail,14,1,7
Dixon-Floyd,EdTech,US,3.0,10674476,1,2,fail,10,4,5
Fox-Smith,SaaS,US,3.0,19593921,1,4,fail,8,4,2
Hall-Merritt,AI,UK,1.0,21503603,4,7,fail,14,3,10
"Johnson, Garrison and Burns",E-Commerce,Singapore,1.0,11551128,6,6,fail,10,11,4
Evans-Perez,E-Commerce,Germany,7.0,15136854,2,2,fail,7,1,3
"Alexander, Owens and Beasley",HealthTech,India,10.0,17550929,7,4,fail,13,8,5
"Hall, Hickman and White",HealthTech,US,0.0,21631457,1,8,success,5,3,3
"Hopkins, Baird and Scott",E-Commerce,US,4.0,21438793,2,10,fail,10,8,6
Cameron Group,E-Commerce,Singapore,6.0,37095431,3,6,fail,6,4,0
"Wade, Arroyo and Madden",Gaming,Canada,10.0,17989840,3,5,fail,4,1,2
Marsh LLC,HealthTech,Germany,0.0,16381155,8,4,fail,14,3,5
Fischer-Rogers,Biotech,UK,2.0,22365120,1,5,success,10,4,7
Armstrong Inc,AI,Singapore,7.0,30421802,6,6,fail,14,3,12
"Crawford, Warner and Martinez",FinTech,US,9.0,21846796,2,4,fail,10,7,6
"Good, Kelly and Williams",FinTech,India,1.0,14530697,4,5,fail,11,1,4
"Huffman, Medina and Miller",FinTech,Israel,4.0,23605863,1,4,fail,14,3,8
Walker-Wood,HealthTech,India,0.0,9482746,1,6,fail,10,2,6
"Shaw, Hamilton and Morales",SaaS,US,9.0,19913982,1,8,success,14,3,9
Clark-Gallegos,HealthTech,US,6.0,24648089,1,5,fail,10,3,8
Montoya and Sons,Biotech,Germany,1.0,41632481,4,7,fail,11,8,7
Coffey-Webster,AI,US,4.0,31684893,2,5,fail,14,3,11
Rowe-Joyce,EdTech,Israel,3.0,9264827,1,4,success,13,8,7
Wilson PLC,HealthTech,US,1.0,13504408,2,4,success,13,6,11
Ramos-Brown,Gaming,UK,11.0,5614260,1,4,fail,8,12,7
Henry-Lewis,E-Commerce,UK,0.0,13732588,2,3,fail,14,3,11
Dean LLC,Gaming,India,3.0,13015858,3,4,success,4,2,1
"Ward, Holland and Davis",Biotech,India,4.0,15283152,2,3,fail,10,8,10
Leon Ltd,FinTech,Canada,8.0,29886959,7,7,fail,12,11,5
Adams-Flores,SaaS,Canada,4.0,25127885,1,2,fail,14,3,9
Jones-Holloway,Gaming,US,0.0,15200435,1,5,fail,1,10,1
"Gill, Dalton and Porter",AI,US,3.0,35193214,4,4,success,10,1,8
"Scott, Gomez and Miller",E-Commerce,US,1.0,17177427,1,3,fail,10,11,7
"Winters, Morrow and Horton",EdTech,US,6.0,10451024,1,3,fail,0,9,0
"Smith, Garcia and Smith",E-Commerce,UK,4.0,10570859,2,4,fail,8,3,6
"Odonnell, Mays and Campbell",HealthTech,India,0.0,16091593,1,2,fail,14,3,12
"Williams, Fisher and Adams",AI,Germany,1.0,31892971,3,9,fail,10,8,2
Meyers-Lee,AI,US,10.0,31199760,3,7,success,14,3,11
Parker-Taylor,Biotech,Israel,3.0,13108940,1,1,fail,3,11,2
Moreno-Murphy,SaaS,Singapore,12.0,27094429,2,6,fail,14,3,8
"Tucker, Clarke and Brown",Biotech,Israel,0.0,21517677,3,3,success,6,6,4
Hood LLC,SaaS,Canada,0.0,12248937,8,3,fail,1,11,1
"Hill, Riley and Vasquez",E-Commerce,UK,14.0,18694565,2,1,success,14,3,12
"Bishop, Garcia and Rodriguez",SaaS,Israel,6.0,22955597,3,6,fail,9,10,1
Lopez-Rivera,Gaming,Germany,7.0,16773599,1,4,success,1,11,0
Morgan-Taylor,Biotech,Singapore,12.0,44565484,4,4,success,4,3,0
Smith LLC,EdTech,US,3.0,12436259,2,4,fail,14,3,12
"Hobbs, Fischer and Orr",HealthTech,Israel,3.0,3760916,2,4,success,2,6,1
"Long, Stein and Hughes",FinTech,India,0.0,18600400,1,6,fail,9,9,3
Ware-Williams,FinTech,US,1.0,18516715,3,2,success,10,11,5
Lopez-Mcmahon,Biotech,US,8.0,36211905,3,5,success,13,12,6
Castillo-Lewis,E-Commerce,Canada,2.0,6444666,3,2,fail,14,3,12
Burton-Williams,Gaming,India,4.0,11090898,1,3,fail,1,4,0
Potter Inc,E-Commerce,Singapore,9.0,18564224,3,2,success,10,6,2
Calhoun Group,FinTech,India,0.0,19643255,1,7,success,5,5,5
Bowen-Alvarez,HealthTech,US,2.0,19338351,1,3,fail,14,3,12
"Johnson, Robinson and Bonilla",E-Commerce,India,0.0,6386853,2,2,fail,2,1,0
"Ellis, Lane and Clark",AI,UK,3.0,22338926,4,6,success,4,8,3
Watson-Jenkins,HealthTech,UK,1.0,15026578,2,4,success,4,9,1
Johnson Group,SaaS,US,0.0,18115110,4,3,fail,7,10,1
Willis and Sons,SaaS,US,17.0,21309034,1,7,fail,14,3,11
"Richards, Schneider and Randolph",FinTech,Israel,16.0,30587023,3,7,fail,13,2,6
"Harmon, Lindsey and Austin",EdTech,US,1.0,10782377,4,6,fail,9,10,5
Wood Ltd,E-Commerce,US,8.0,12546378,1,5,success,14,3,10
Mejia Group,SaaS,India,5.0,19148855,3,8,fail,9,7,6
Payne-Garcia,E-Commerce,Canada,8.0,17357710,1,6,fail,5,12,3
"Johnson, Hernandez and Taylor",EdTech,US,9.0,10291707,1,4,fail,14,3,12
Jimenez-Mason,Biotech,US,19.0,40265188,3,7,fail,4,9,0
"Martinez, Gonzalez and Washington",FinTech,UK,0.0,17540945,4,6,success,8,10,5
West-West,FinTech,Singapore,7.0,24474618,1,3,fail,14,3,8
"Reynolds, Allen and Trevino",SaaS,UK,6.0,12449049,4,5,fail,4,8,2
Oliver-King,AI,US,1.0,30917415,2,3,fail,14,3,9
Austin-Welch,E-Commerce,India,3.0,7980940,2,3,fail,14,3,10
Scott Inc,AI,Singapore,0.0,23613403,3,6,fail,8,6,4
Baker-Evans,FinTech,India,12.0,29215638,2,5,fail,14,3,10
Maldonado-Mueller,HealthTech,US,10.0,23948827,1,5,fail,14,3,10
"Reynolds, Weaver and Montgomery",E-Commerce,US,4.0,17947458,1,4,fail,11,9,7
Chavez Inc,SaaS,Singapore,3.0,16777245,4,1,fail,12,4,5
"Carter, Dunn and Harrell",AI,Germany,1.0,23774898,3,6,fail,13,4,10
"Scott, Greene and Tucker",AI,UK,3.0,34337762,6,8,success,7,5,0
"Vazquez, Neal and Brown",Gaming,US,0.0,9546270,2,7,fail,12,12,6
Johnson-Anderson,E-Commerce,India,3.0,11411164,2,4,fail,9,1,5
Morse-Fox,EdTech,US,9.0,15076608,1,4,success,8,4,3
Davis LLC,Gaming,US,4.0,11093274,2,8,fail,14,3,10
"Porter, Pennington and Davis",HealthTech,Israel,5.0,23011575,2,5,fail,13,11,10
"Diaz, Peterson and Mccormick",E-Commerce,US,0.0,12245329,2,4,fail,14,3,11
Steele LLC,Biotech,US,1.0,14440964,1,6,fail,12,12,11
Pierce-Buchanan,Biotech,Singapore,5.0,31380715,2,6,fail,12,6,8
"Williams, Lewis and Smith",HealthTech,US,3.0,23559089,8,7,fail,12,7,7
Heath and Sons,FinTech,Germany,2.0,18576095,1,1,success,5,10,1
Turner-Brown,E-Commerce,UK,2.0,9341494,1,4,success,11,10,11
Schmidt PLC,E-Commerce,Israel,3.0,20222642,2,5,fail,12,6,7
"Johnson, Williams and Wilson",E-Commerce,Canada,2.0,14119314,1,5,fail,9,4,3
Howard-Gay,AI,Germany,3.0,24672631,6,5,success,14,3,12
"Johnson, Brown and Melton",Gaming,US,3.0,8628862,5,1,fail,6,8,2
Rogers-Brown,E-Commerce,India,0.0,14672276,3,2,fail,14,3,11
Howard-Moore,SaaS,Singapore,0.0,16957172,4,4,fail,13,6,4
Bautista-Austin,FinTech,US,8.0,22619470,2,4,fail,7,7,1
"Gardner, Hill and Yoder",AI,US,2.0,25612622,3,4,fail,8,12,7
Hill Group,FinTech,US,2.0,12634531,1,5,fail,13,9,9
York-Freeman,E-Commerce,US,0.0,5278872,2,3,fail,5,1,1
"Wood, Freeman and Wallace",Gaming,US,1.0,4922367,1,3,fail,11,3,3
"Decker, Abbott and Stewart",HealthTech,Singapore,3.0,18169077,1,2,fail,14,3,11
Mitchell-Morgan,EdTech,Israel,2.0,7592789,1,5,fail,11,12,6
"Vargas, Dodson and Fuentes",E-Commerce,India,3.0,12506607,1,2,success,9,5,6
Hughes-Marks,FinTech,Germany,0.0,19871928,2,4,fail,14,3,11
Olsen PLC,AI,India,0.0,27405580,3,2,fail,14,3,9
Robbins-Mejia,SaaS,Canada,3.0,12181469,2,2,fail,14,3,11
Diaz Inc,E-Commerce,Canada,2.0,22078463,2,6,fail,4,5,2
"Graham, Crawford and Fernandez",AI,US,10.0,37856446,8,6,success,6,10,2
Taylor PLC,Gaming,India,0.0,9467929,2,4,success,14,3,7
Shaw Group,SaaS,UK,24.0,25214657,1,3,success,7,12,4
"Odonnell, Doyle and Oliver",HealthTech,Singapore,15.0,24227624,7,4,fail,6,7,3
Blackburn PLC,EdTech,UK,3.0,10055334,1,4,fail,7,10,2
"Robinson, Case and Robles",AI,Israel,6.0,49133706,5,6,success,14,2,12
Ford-Hernandez,EdTech,Canada,13.0,10459884,1,7,fail,13,6,8
Thomas Group,FinTech,Israel,1.0,19732724,3,5,fail,11,8,10
"Rivera, Mcneil and Phillips",AI,US,0.0,9339850,1,3,fail,10,6,8
Harrison and Sons,AI,US,4.0,25084741,4,3,fail,14,3,8
"Shields, Walsh and Warner",AI,Canada,0.0,36673192,5,5,success,13,10,10
Parks LLC,Gaming,US,13.0,13970577,5,4,fail,12,4,7
"Ingram, Farley and Griffin",Gaming,US,2.0,10984725,1,4,fail,14,3,12
Turner Ltd,E-Commerce,UK,12.0,19367454,3,4,success,7,5,1
Rodriguez Ltd,AI,Singapore,5.0,22444270,8,4,success,12,8,8
"Gonzalez, Boyd and Pollard",AI,Singapore,5.0,23573243,3,6,fail,14,3,12
Gomez LLC,Biotech,India,2.0,27072828,2,6,fail,14,3,9
Mendoza PLC,AI,India,11.0,51438848,4,9,success,9,5,8
Lawrence-Murphy,E-Commerce,Germany,2.0,12886956,2,5,fail,6,10,1
Evans and Sons,AI,India,1.0,30085003,3,7,fail,14,3,11
"Harris, Gonzalez and Rubio",AI,US,18.0,34678122,2,5,fail,4,8,0
"Peterson, Gibson and Davila",E-Commerce,Germany,1.0,17208390,4,4,fail,4,11,1
"Mitchell, Donaldson and Singleton",HealthTech,US,2.0,14060378,1,6,fail,10,11,10
Estrada and Sons,FinTech,Canada,4.0,13413021,3,4,fail,8,8,5
Woodward Ltd,E-Commerce,UK,3.0,9232413,8,1,success,9,10,9
"Mays, Aguilar and Fisher",E-Commerce,US,5.0,17458465,2,4,fail,14,3,6
Grimes Inc,FinTech,UK,5.0,19405729,2,6,fail,10,1,5
"Clark, Schmidt and Gordon",SaaS,US,0.0,8831267,1,3,fail,9,3,0
"Mejia, Oconnell and Bennett",E-Commerce,US,1.0,15025641,2,3,fail,13,2,7
Robbins PLC,Gaming,Canada,6.0,10467060,1,1,fail,6,5,0
Medina PLC,HealthTech,Israel,5.0,11533151,1,5,success,9,5,4
"Stewart, Hall and Young",FinTech,US,0.0,20021189,2,6,fail,12,2,11
"Ryan, George and Kelly",AI,Israel,1.0,21683341,2,4,fail,11,4,11
"Knapp, Sweeney and Rodriguez",HealthTech,US,13.0,29180477,4,5,success,14,3,6
"Lopez, Tyler and Mooney",FinTech,US,5.0,16734983,8,4,success,8,3,5
Taylor and Sons,E-Commerce,US,0.0,15413792,3,4,success,11,5,5
"Ramirez, Salazar and Burch",Gaming,US,4.0,11475932,4,5,success,14,3,7
Bell and Sons,E-Commerce,Israel,3.0,9435438,1,5,fail,10,1,8
Little and Sons,FinTech,US,5.0,18286903,2,2,fail,6,12,2
"Shelton, Thompson and Hardin",E-Commerce,US,6.0,19791940,1,3,fail,5,1,4
"Massey, Scott and Maldonado",HealthTech,US,0.0,23764464,5,6,success,7,9,4
Garcia-Moore,E-Commerce,UK,5.0,12947816,6,1,fail,13,11,7
Stevens-Taylor,SaaS,India,8.0,14992962,1,10,success,13,5,12
"Myers, Reed and Davis",Gaming,US,4.0,6101321,2,6,fail,13,5,5
"Davis, Hubbard and Jones",E-Commerce,Germany,6.0,28166113,2,2,success,1,11,1
"Scott, Holloway and Wheeler",HealthTech,US,0.0,11106729,1,5,fail,14,3,7
"Hunter, Payne and Nichols",E-Commerce,US,3.0,6221651,1,2,fail,9,12,6
"Cordova, Griffin and Alexander",AI,US,4.0,24207959,1,5,fail,14,3,11
Carter LLC,E-Commerce,India,2.0,14522390,2,3,fail,11,4,5
"Sanders, Martinez and Burton",SaaS,UK,5.0,19153049,2,6,fail,10,7,3
Richards-Odom,EdTech,India,5.0,7342050,1,2,success,8,4,0
Reyes-Petersen,FinTech,India,4.0,17386494,3,5,fail,10,5,5
Walker Ltd,AI,India,3.0,11759970,2,1,fail,4,5,1
Morgan-Hebert,E-Commerce,US,1.0,15228006,2,4,success,11,9,10
Johnson LLC,HealthTech,Singapore,23.0,29302605,2,2,fail,14,3,12
Roberts Group,HealthTech,Singapore,2.0,20170083,1,6,fail,1,7,0
Carroll-Schwartz,HealthTech,India,0.0,12098928,1,5,fail,9,12,8
Santos-Tucker,AI,US,11.0,39484237,4,8,success,9,7,9
Davis Inc,AI,India,0.0,27122543,2,6,fail,9,4,0
Schmidt-Gallegos,HealthTech,US,2.0,17200440,2,4,fail,10,10,8
Perez-Johnson,Biotech,India,1.0,27719568,6,2,success,5,9,4
Taylor Ltd,E-Commerce,US,16.0,16992241,1,4,fail,9,1,7
Howell-Tucker,FinTech,Germany,2.0,15569648,2,4,fail,6,5,4
"Jennings, Bowers and Wilson",FinTech,US,6.0,12095076,4,4,fail,6,2,0
Wright LLC,AI,Singapore,4.0,22864486,1,5,fail,9,8,9
"Scott, Carrillo and Bell",Biotech,US,0.0,23708572,3,7,fail,12,9,3
"Sanchez, Smith and Fischer",AI,UK,2.0,38045513,6,6,fail,14,3,12
Hughes-Davis,Biotech,Israel,2.0,21176136,4,3,success,9,12,4
Hall Inc,E-Commerce,US,22.0,24102874,4,4,fail,14,3,9
"Johnson, Camacho and Hernandez",E-Commerce,Singapore,8.0,17328631,2,3,fail,14,3,11
"Flores, Mclaughlin and Arnold",AI,US,9.0,33857256,3,6,success,14,1,9
Newton-Armstrong,EdTech,Singapore,1.0,10242909,3,2,success,13,11,5
Hernandez-Edwards,E-Commerce,Singapore,1.0,12023531,1,5,fail,14,3,10
Tran Inc,Gaming,US,3.0,14826018,3,3,fail,14,3,11
Dominguez-Gibson,FinTech,Canada,3.0,22996014,2,4,fail,8,2,5
Morgan-Escobar,E-Commerce,US,6.0,11829645,2,5,fail,14,3,9
Rivera PLC,AI,US,8.0,26870493,3,3,fail,6,3,0
"Aguirre, Greer and Duran",AI,US,10.0,43450958,5,11,success,13,5,4
Moran Group,E-Commerce,US,0.0,6515717,1,6,fail,9,10,3
Yates Inc,E-Commerce,UK,7.0,17510311,1,2,success,3,1,2
Gomez PLC,AI,India,4.0,27356681,2,3,success,12,2,7
"Garcia, Montgomery and Navarro",EdTech,Canada,3.0,8164402,1,3,fail,10,9,8
Gonzales-Lyons,SaaS,US,3.0,9490977,2,4,fail,7,6,2
"Holt, Reilly and Evans",EdTech,Singapore,10.0,7479123,1,3,fail,13,11,6
Cole PLC,E-Commerce,US,3.0,14621601,5,2,fail,12,4,9
Miller Inc,Biotech,US,0.0,28425696,4,5,success,4,2,0
Gibson PLC,SaaS,Germany,2.0,19569310,3,6,fail,11,1,5
Dixon-Ellis,HealthTech,Israel,12.0,25109389,5,2,fail,12,6,11
"Decker, Wallace and Smith",HealthTech,Canada,8.0,11932107,4,4,fail,5,11,5
Smith Group,E-Commerce,India,1.0,14087028,3,5,fail,7,12,7
Bailey and Sons,E-Commerce,US,6.0,14300775,2,6,success,7,5,6
"Vang, Blanchard and Adams",Gaming,US,1.0,12476679,5,4,fail,14,3,10
"Allen, Saunders and Gill",SaaS,India,2.0,18213720,2,5,fail,2,8,2
Bailey-Torres,E-Commerce,India,3.0,12090677,7,1,fail,11,5,10
Richardson-Davis,E-Commerce,US,2.0,13711026,2,2,fail,14,3,11
Kelly LLC,AI,India,0.0,21438574,3,7,fail,10,6,9
Campbell PLC,E-Commerce,Germany,7.0,19449192,1,7,fail,14,3,6
"Wilkins, Gibbs and Green",FinTech,Germany,9.0,27427654,2,3,success,6,3,5
"Mack, Lewis and Bryan",EdTech,US,3.0,8759874,2,2,fail,11,6,2
"Campbell, Shaffer and Meyer",FinTech,India,0.0,13297450,1,3,fail,10,4,2
Fletcher Group,EdTech,US,1.0,5596612,6,5,fail,14,3,11
Lane PLC,AI,US,3.0,10532176,3,4,fail,14,3,11
Burton Ltd,E-Commerce,Canada,0.0,12074680,2,5,fail,14,3,10
Whitaker-Gomez,FinTech,UK,10.0,33099647,3,6,fail,14,3,8
"Davis, Carey and Johnston",SaaS,Germany,3.0,17175761,1,3,fail,14,3,11
Barrera and Sons,Biotech,US,0.0,25255198,7,4,success,14,3,11
"Hoffman, Evans and Williams",Gaming,Israel,1.0,11642806,1,6,fail,2,1,1
Dennis Ltd,SaaS,US,14.0,19688167,8,4,fail,6,1,0
Mckenzie PLC,EdTech,Israel,3.0,7349338,2,2,fail,12,8,8
"Schultz, Barnes and Hughes",E-Commerce,US,3.0,11995558,1,3,fail,3,8,2
Jones LLC,EdTech,US,3.0,10593563,5,5,fail,13,7,5
"Jackson, Levy and Ray",EdTech,US,0.0,5958037,1,1,fail,10,5,8
Goodman-Clark,AI,US,17.0,35691973,6,5,success,9,3,3
Sheppard Inc,SaaS,India,0.0,17106104,3,3,success,8,12,1
"Jimenez, Grimes and Martin",E-Commerce,Singapore,6.0,20296925,5,7,fail,8,12,7
Hancock-Smith,FinTech,US,0.0,27002806,5,4,success,12,5,9
"Heath, Johnson and Thomas",HealthTech,Israel,11.0,19811959,2,5,fail,3,7,1
"Christian, Atkins and Rowland",E-Commerce,UK,7.0,20060548,2,7,fail,13,1,5
Page-Summers,FinTech,US,2.0,27200286,2,4,fail,7,5,7
Friedman LLC,SaaS,US,0.0,15383054,1,3,fail,14,3,10
Gibson-Anthony,AI,India,15.0,33591695,2,7,fail,13,1,12
"Cherry, Scott and Ramirez",FinTech,Canada,6.0,19581178,7,8,fail,14,3,9
Gray PLC,E-Commerce,US,2.0,14337031,2,9,fail,8,4,4
Mccoy LLC,AI,US,1.0,18709709,5,3,fail,14,3,9
Weaver-Yates,E-Commerce,US,7.0,15271603,1,3,fail,10,1,1
Taylor Group,Biotech,US,2.0,25860488,3,8,success,11,3,2
Garcia-Martinez,FinTech,Singapore,2.0,16485153,2,5,success,7,2,0
"Sanford, Stewart and Wilkinson",EdTech,Israel,11.0,12986600,1,4,fail,7,3,3
Heath-Cole,Gaming,US,0.0,9603524,8,5,fail,4,9,1
"Morse, Walker and Reyes",Biotech,US,1.0,36988559,2,7,success,9,1,4
"Clark, Joseph and Nelson",HealthTech,US,2.0,16312007,1,4,fail,11,8,10
"Johnson, Cox and Perry",AI,India,1.0,18466478,2,3,fail,10,10,4
"Tate, Walters and Manning",FinTech,Israel,4.0,27072270,4,3,fail,11,9,11
Kennedy LLC,AI,Singapore,4.0,24468971,3,4,success,5,2,2
"Anderson, Hanson and Acevedo",FinTech,Germany,0.0,20140647,1,4,fail,10,3,9
Salas-Short,SaaS,India,0.0,20164973,1,5,fail,7,11,1
Good-Adams,FinTech,US,1.0,13764430,1,3,fail,11,2,8
Wright Ltd,AI,India,0.0,18729639,3,3,fail,11,4,3
