company_name,founded_on,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,last_funding_date,status
Anderson-Powell,2014-03-31,,Singapore,17.0,26884931,2,2,2021-04-21,fail
"Roberts, Hawkins and Reed",2015-10-27,EdTech,US,0.0,8760802,1,7,2017-07-13,fail
"Santos, Sampson and Atkinson",2022-11-28,AI,US,1.0,18491943,4,2,2025-03-31,fail
Calderon-Williams,2010-04-26,FinTech,India,0.0,16376841,1,4,2012-02-10,success
Pineda-Vega,2017-02-07,SaaS,US,3.0,15804450,3,4,2022-06-28,fail
Alvarado Ltd,2017-11-15,AI,India,5.0,31655934,2,8,,fail
Moss PLC,2018-12-30,AI,Israel,1.0,38315583,8,8,2020-09-08,success
White PLC,2011-09-20,Gaming,US,2.0,7511989,1,3,2016-03-09,fail
"Kline, Gardner and Key",2010-04-03,AI,US,7.0,40666575,3,8,2017-06-04,fail
"Holland, Parsons and Sharp",2015-09-08,E-Commerce,UK,2.0,16540091,2,4,2018-05-24,success
"Walton, Robertson and Franco",2013-04-22,HealthTech,US,1.0,8313096,1,2,2016-05-10,fail
"Poole, Henderson and Hughes",2017-07-05,EdTech,Canada,7.0,9348844,1,4,2025-02-01,fail
"Duncan, Rowe and Rosario",2019-02-14,HealthTech,US,7.0,24247651,3,4,2025-03-31,fail
Hardy Inc,2014-08-12,FinTech,Singapore,2.0,21030790,3,3,2023-03-01,fail
"Saunders, Ray and Jensen",2016-03-17,EdTech,US,14.0,15693690,2,3,2018-05-01,fail
Gonzalez Group,2016-05-27,FinTech,US,2.0,22828458,1,3,2023-02-15,fail
Chavez-Johnson,2021-07-03,EdTech,US,11.0,11374461,2,3,2025-03-31,fail
Gonzalez Ltd,2014-11-28,SaaS,UK,4.0,8229590,1,1,2022-10-21,fail
Morales-Lawrence,2022-05-16,,US,1.0,26755936,1,7,2025-03-31,fail
"Alexander, Meyers and Johnston",2012-12-10,E-Commerce,Canada,7.0,8387209,8,2,2021-05-02,success
Ellis-Olson,2011-10-04,FinTech,US,,21300390,3,2,2018-07-08,fail
Dickerson-Mullins,2021-04-12,SaaS,US,1.0,13572087,2,3,2025-03-31,fail
"Long, Cooper and Singleton",2019-02-02,AI,US,0.0,17133947,2,4,2025-03-31,fail
"Oconnor, Schultz and Pitts",2013-04-17,FinTech,Singapore,9.0,34359096,4,4,2022-11-26,fail
"Lester, Fuller and Humphrey",2014-08-08,E-Commerce,India,6.0,19788063,3,5,2017-01-04,fail
"Stewart, Johnson and Black",2019-11-07,SaaS,Germany,,15517648,3,5,2025-03-31,fail
"House, Hoffman and Mills",2012-08-01,FinTech,India,10.0,25518077,2,3,2017-07-09,success
Cruz-Taylor,2014-05-18,EdTech,Canada,5.0,9293451,2,4,2021-07-20,fail
Curtis Inc,2014-06-24,Biotech,Israel,6.0,28738944,2,8,2021-02-24,fail
Thomas Ltd,2011-02-17,SaaS,Israel,6.0,14534812,4,5,2014-02-05,fail
"Vasquez, Nelson and Anderson",2020-05-20,HealthTech,UK,2.0,18174258,1,3,2025-03-31,fail
Davis-Norton,2013-08-28,SaaS,UK,2.0,16081525,3,3,2014-12-16,fail
"Christensen, Weaver and Arias",2022-12-27,SaaS,US,1.0,13577054,2,2,,fail
Taylor-Kelly,2018-09-03,Gaming,UK,6.0,10805620,1,2,2022-06-16,fail
Anderson Ltd,2011-09-16,HealthTech,US,5.0,15681423,2,1,2014-03-17,success
Rowe-Mitchell,2010-07-03,E-Commerce,India,1.0,14880941,1,5,2020-03-25,success
Miller-Evans,2011-01-13,,India,2.0,7613021,7,1,2017-12-06,success
"King, Turner and Chavez",2020-11-23,SaaS,India,8.0,14680951,1,5,2025-03-31,success
"Fischer, Vazquez and West",2020-12-23,AI,UK,2.0,17531995,4,2,2024-11-21,fail
Peters LLC,2022-03-23,EdTech,US,3.0,13368609,3,4,2024-12-02,fail
Gibson and Sons,2015-05-04,SaaS,Canada,5.0,15591930,1,4,2019-06-20,fail
Shannon Group,2010-01-20,FinTech,US,5.0,12273300,5,3,2016-03-10,fail
Riley-Alvarez,2018-10-10,EdTech,India,7.0,13474569,1,5,2025-03-31,fail
Reeves Group,2018-06-18,EdTech,US,0.0,5902167,1,1,2020-03-10,fail
Buchanan LLC,2016-02-14,Gaming,US,0.0,10138531,3,4,2024-08-11,fail
French-Castillo,2012-05-02,HealthTech,US,5.0,18415176,1,4,2015-03-21,fail
Manning PLC,2013-09-03,AI,India,6.0,33191658,2,5,2016-08-05,fail
"Smith, Adkins and Tanner",2014-09-22,,India,10.0,26237381,2,4,2024-05-08,fail
"Tate, Hurley and Collier",2017-03-01,E-Commerce,Singapore,,7976081,3,1,2019-06-17,fail
Webb Group,2022-04-26,E-Commerce,US,2.0,8245839,2,4,2025-03-31,fail
Patel-Moore,2019-01-16,E-Commerce,US,1.0,16481755,3,2,2023-08-24,fail
Bass-James,2022-12-07,HealthTech,US,0.0,20475148,2,3,2025-03-31,success
"Davis, Morris and Ponce",2017-12-24,HealthTech,US,9.0,20300862,2,8,2025-03-31,success
Thomas Inc,2019-11-15,AI,US,0.0,17553154,6,2,2023-01-02,fail
Davidson-Taylor,2015-03-07,EdTech,US,1.0,8616387,1,1,2019-05-22,fail
Martin-Becker,2014-04-10,E-Commerce,US,1.0,10403315,2,4,2018-11-17,fail
Parker-Mccarty,2018-07-14,,Germany,3.0,24850679,4,5,2024-06-23,success
Vang-Snyder,2021-09-06,E-Commerce,Israel,4.0,10979163,2,4,2025-03-31,fail
Stone-Best,2015-01-30,,US,4.0,33654375,2,5,2019-02-18,fail
Castro LLC,2020-11-22,FinTech,Israel,23.0,36951174,5,3,2025-03-31,success
"Robinson, Schneider and Booth",2014-05-26,AI,UK,6.0,30761891,3,6,2020-04-09,fail
Smith-Wright,2021-03-27,HealthTech,Singapore,4.0,24404809,5,4,2025-03-31,success
Gregory and Sons,2020-02-07,AI,US,0.0,20051058,3,5,2025-03-31,success
Guerra and Sons,2014-10-06,Biotech,US,11.0,47195880,3,8,2022-10-02,success
Cruz Inc,2016-10-03,FinTech,US,4.0,22423593,1,6,2025-03-31,fail
Walker Ltd,2014-03-10,Gaming,India,,11517452,1,5,,fail
Washington-Holland,2015-08-22,AI,India,0.0,12887772,3,7,2021-02-01,success
Ochoa-Becker,2022-12-19,SaaS,US,6.0,23512763,2,3,,success
"Castillo, Williams and Ramirez",2019-10-24,E-Commerce,Singapore,,14754306,1,3,2023-08-26,fail
"White, Anderson and Steele",2014-02-18,EdTech,UK,3.0,8619764,1,7,,success
"Wilson, Freeman and Williams",2021-04-21,EdTech,Canada,0.0,3947763,1,2,2022-11-06,fail
Jones PLC,2016-05-01,E-Commerce,India,0.0,16565734,3,5,,fail
Blair and Sons,2012-12-16,,UK,8.0,11630744,1,6,2017-05-20,fail
"Chapman, Thomas and Leblanc",2011-07-12,EdTech,US,3.0,8611044,3,2,2021-06-26,fail
Long-Chapman,2014-01-18,Biotech,Canada,1.0,38011437,5,5,2021-11-29,success
"Brown, Berry and Simmons",2020-11-17,HealthTech,US,4.0,12969256,1,5,2025-03-31,success
"Ballard, Clay and Nelson",2018-08-09,AI,US,,14672477,2,2,2019-11-17,success
Anderson LLC,2015-05-09,E-Commerce,Israel,6.0,12863279,1,4,2020-05-24,fail
Williams-Allen,2012-12-01,FinTech,US,4.0,25088030,2,3,2015-04-06,success
"Smith, Hicks and Long",2010-08-14,AI,Singapore,3.0,19978691,8,5,2015-08-10,fail
"Adams, Davis and Price",2022-01-15,AI,US,3.0,36391302,3,10,2025-03-31,fail
"Spence, Henderson and Fleming",2011-02-14,Gaming,US,2.0,12987870,1,6,2021-01-15,fail
"Barajas, Joyce and Jennings",2019-10-15,E-Commerce,India,5.0,14035857,1,4,2022-12-25,fail
Jackson-Parker,2015-04-16,E-Commerce,UK,5.0,14572570,3,2,2024-09-11,fail
Smith-Ellis,2012-06-04,AI,US,2.0,17251490,2,2,2014-06-28,fail
Garcia Ltd,2010-05-07,Biotech,Germany,2.0,34337216,5,6,2012-12-24,success
Hurley Inc,2010-10-21,E-Commerce,US,4.0,22353757,2,8,2018-07-07,fail
"Wyatt, Williams and Mcintyre",2014-12-24,Gaming,US,3.0,12997719,5,2,2023-02-05,fail
Dickson PLC,2017-12-19,HealthTech,UK,2.0,10565235,1,3,2022-09-27,success
Williams-Knapp,2012-09-08,HealthTech,US,2.0,18974340,1,10,2014-10-11,fail
Lloyd Inc,2016-07-13,E-Commerce,US,5.0,9400369,1,1,2025-03-31,fail
Pruitt LLC,2012-12-01,E-Commerce,Germany,7.0,18561504,3,3,2019-12-28,fail
"Hanson, Klein and Fischer",2017-07-07,FinTech,US,0.0,17228669,2,7,2025-03-31,fail
"Mooney, Richardson and Obrien",2010-07-12,HealthTech,India,2.0,14817073,8,4,2017-05-02,fail
Turner and Sons,2014-11-26,Biotech,Israel,6.0,30445326,2,6,2021-02-12,fail
Doyle-Adams,2015-07-05,SaaS,UK,7.0,16528800,1,3,2025-03-20,fail
Jones Ltd,2011-07-22,FinTech,US,6.0,27800780,8,7,2014-12-01,success
"Woods, Sanders and Brown",2017-01-05,SaaS,US,1.0,12993105,2,2,2023-02-19,fail
Robinson-Turner,2021-04-09,HealthTech,Singapore,20.0,29364737,3,5,2025-03-31,fail
Nelson Ltd,2010-12-20,SaaS,US,4.0,8853759,1,3,2013-07-18,success
Green-Lawrence,2013-05-06,HealthTech,US,0.0,17074957,5,4,2020-05-06,fail
Archer Inc,2022-01-09,HealthTech,Germany,5.0,14855575,3,2,2025-03-31,fail
Lee Inc,2015-10-09,EdTech,US,3.0,8796349,3,1,2023-08-22,fail
Reed LLC,2022-01-04,E-Commerce,US,13.0,19229668,3,6,2025-03-31,success
"Reyes, Peters and Steele",2021-04-21,AI,India,1.0,26486048,3,7,2024-01-01,success
Taylor-Wilson,2015-02-22,E-Commerce,US,1.0,14268477,1,2,2023-02-03,fail
"Montes, Fox and Kirby",2012-01-05,Biotech,US,3.0,31981082,6,6,,success
Hogan-Silva,2018-02-07,HealthTech,US,7.0,20955449,2,3,2023-01-04,success
"Richardson, Peterson and Watson",2020-09-30,AI,US,7.0,25138755,5,4,2025-03-31,success
"Walker, Rodriguez and Patton",2022-09-30,E-Commerce,India,0.0,12497214,4,1,2025-03-31,fail
Perry-Benson,2012-07-27,HealthTech,UK,7.0,15772049,3,3,2021-01-23,fail
"Collins, Cunningham and Marshall",2011-02-10,Gaming,Canada,18.0,18165326,1,5,2017-09-22,fail
"Rhodes, Wright and Vaughan",2010-10-25,Biotech,Germany,8.0,27578807,3,3,2019-05-08,success
"Krause, Evans and Turner",2020-07-27,E-Commerce,Israel,14.0,21610084,3,3,2025-03-31,success
Randolph Inc,2012-09-12,,Canada,0.0,6659219,3,4,2015-06-15,fail
Stanton Inc,2014-10-22,FinTech,Canada,1.0,19599768,6,3,2024-09-15,success
Bell-Williams,2022-08-08,E-Commerce,US,3.0,10524386,3,3,2023-10-26,success
Morrison-Black,2020-12-27,FinTech,US,7.0,21054534,1,7,2025-03-31,fail
Prince-Holden,2010-10-10,Gaming,Germany,14.0,22248060,5,10,2018-06-18,success
Lane-Gray,2014-02-09,AI,US,3.0,23621377,2,5,2019-10-30,fail
Burns Ltd,2022-05-24,SaaS,Canada,1.0,17250553,7,7,2023-06-29,fail
Sullivan-Bright,2013-08-15,EdTech,US,3.0,11203686,3,2,2022-11-08,fail
Allen Group,2018-01-20,E-Commerce,Israel,4.0,16645933,7,4,2023-12-16,fail
"Erickson, Mccann and Smith",2015-04-08,SaaS,US,1.0,13249145,3,5,2024-07-09,fail
"Simmons, Watson and Lopez",2019-03-19,HealthTech,India,11.0,26658333,5,3,2021-12-24,success
Robinson-Hill,2020-03-08,AI,Canada,2.0,25621600,5,4,2021-12-09,success
Spencer-Holmes,2011-01-31,SaaS,India,1.0,16643474,1,6,2015-12-11,success
York LLC,2016-04-09,EdTech,Singapore,1.0,7747651,1,2,,success
"Salazar, Owens and Dorsey",2019-11-09,E-Commerce,India,9.0,13620370,2,4,2025-03-31,fail
Howell-Townsend,2010-07-27,EdTech,US,,10117614,2,3,2014-01-10,fail
Hicks-Caldwell,2011-11-11,Gaming,Israel,10.0,13055780,1,4,2020-08-24,fail
Reid-Williams,2021-12-15,Biotech,UK,11.0,32214807,3,7,2025-03-31,fail
Roy-Evans,2013-07-08,E-Commerce,Singapore,2.0,16801221,8,3,2021-10-29,fail
Rose LLC,2011-11-30,E-Commerce,Germany,0.0,5392870,2,4,,fail
Logan Inc,2019-09-05,HealthTech,US,7.0,20344004,2,6,2025-03-31,fail
"Franco, Dominguez and Scott",2020-06-15,FinTech,India,,30555292,2,4,2024-12-30,fail
Kim Group,2010-02-20,FinTech,US,3.0,22283212,1,10,,fail
Shaw-Garza,2012-07-10,,India,5.0,13949210,4,3,2016-08-17,fail
Williams Group,2010-09-26,FinTech,Germany,4.0,20959964,3,3,2018-04-15,fail
Glover-Robertson,2022-04-12,,Germany,5.0,15503027,6,7,2023-12-01,success
"Miller, Mendoza and Webb",2013-10-22,FinTech,Canada,2.0,20229724,1,4,2016-01-18,fail
Schneider-Morgan,2010-02-17,FinTech,India,2.0,29179424,3,5,2014-02-25,fail
Cook-Weaver,2016-12-19,E-Commerce,Germany,3.0,12978695,8,4,2024-06-24,fail
"Parks, Wright and Rice",2014-06-14,,US,2.0,14011659,1,1,2021-08-07,fail
Harrell-Castillo,2011-07-22,AI,India,1.0,30942954,3,4,2013-01-17,fail
Gray-Kaiser,2014-08-10,SaaS,UK,3.0,12109561,1,3,,fail
"Williamson, Gonzalez and Robinson",2022-12-26,AI,UK,4.0,25719524,2,11,,fail
Jimenez-Lane,2013-05-16,E-Commerce,Singapore,2.0,6924359,1,3,2018-11-04,fail
Gregory Ltd,2019-08-19,EdTech,UK,0.0,6506175,1,4,2023-11-04,fail
"Collier, Carson and Barron",2013-04-15,,US,5.0,34511828,3,6,2017-05-19,fail
Ingram-Gray,2018-04-02,AI,India,0.0,25682177,5,6,2023-07-03,fail
Delgado-White,2010-03-27,FinTech,US,0.0,14444370,3,2,2017-07-22,success
"Bishop, Melendez and Zimmerman",2011-12-18,SaaS,US,0.0,15667327,3,4,2019-10-24,fail
Heath-Hernandez,2017-12-10,FinTech,US,2.0,18045493,3,4,,fail
Ferguson-Moreno,2013-11-19,E-Commerce,US,1.0,11591454,1,6,2023-03-04,fail
"Estrada, Crawford and Burton",2022-02-08,E-Commerce,US,1.0,9864321,1,5,2025-03-31,fail
Haynes-Mason,2010-06-03,HealthTech,Israel,9.0,17949976,1,3,2014-02-18,success
"Tucker, Summers and Johnson",2018-04-25,,Singapore,7.0,17981332,3,4,2025-03-31,fail
White-Fitzpatrick,2017-02-26,AI,US,5.0,41098475,2,9,2021-02-13,success
Torres-Harris,2011-01-14,EdTech,US,21.0,13789220,1,3,2015-02-21,fail
Salinas-Parks,2020-03-19,E-Commerce,UK,0.0,19146561,6,6,2025-03-31,fail
"Ford, Baker and Powers",2018-11-23,SaaS,India,2.0,18063388,2,4,2025-03-31,fail
"Franklin, Solis and Rodgers",2014-07-13,E-Commerce,India,2.0,9985995,2,3,2016-10-18,fail
"Gutierrez, Weaver and Mullins",2019-04-14,EdTech,Germany,5.0,13986182,4,5,2021-12-28,fail
"Saunders, Evans and Powell",2019-01-21,FinTech,India,4.0,15562495,2,5,2025-03-31,success
White PLC,2017-12-02,E-Commerce,US,,9593235,2,5,2021-02-10,fail
Galloway-King,2019-09-04,,UK,8.0,29795792,3,8,2025-03-31,fail
"Duarte, Bradley and Nguyen",2012-12-07,SaaS,US,4.0,10690615,2,4,2021-06-25,fail
Martin and Sons,2016-06-05,E-Commerce,India,1.0,17123492,1,2,2018-10-20,fail
"Perry, Rodriguez and Ward",2016-11-23,SaaS,US,11.0,19358519,2,6,2024-05-06,fail
"Mcgee, Rodriguez and Andrews",2011-06-14,FinTech,US,3.0,27994999,6,6,2020-11-05,fail
"Hernandez, Flynn and Dixon",2017-03-20,SaaS,India,3.0,14362444,1,4,2025-03-31,success
Sheppard-Hammond,2016-11-20,SaaS,US,1.0,24340891,4,7,2022-03-18,fail
"Garcia, Wright and Smith",2012-02-28,E-Commerce,US,4.0,14877335,1,6,2021-08-04,fail
Reynolds-Green,2018-08-02,E-Commerce,US,0.0,13954861,4,5,2023-03-16,fail
"Young, Williams and Gonzales",2016-12-15,E-Commerce,India,5.0,16705520,1,3,2019-01-17,success
Garcia PLC,2019-08-05,Gaming,US,20.0,20969311,1,4,2025-03-31,fail
"Shelton, Good and Walter",2013-03-03,HealthTech,US,1.0,8105757,2,5,2016-11-12,success
Harris and Sons,2013-10-18,EdTech,UK,6.0,14259219,4,4,2022-09-01,success
"Gonzales, Ritter and Zimmerman",2020-10-11,E-Commerce,Germany,3.0,12557486,1,4,2025-03-31,fail
Sanchez-Reeves,2010-12-06,Gaming,India,18.0,19396222,1,9,2020-05-22,fail
Moyer Group,2017-07-15,E-Commerce,Singapore,0.0,10335812,3,6,2024-07-23,fail
Hall Group,2013-09-02,E-Commerce,India,1.0,13928152,3,5,2015-03-05,fail
Garza Ltd,2012-06-23,HealthTech,UK,4.0,11850403,8,5,2020-04-22,fail
Dickson-Jones,2015-09-29,FinTech,US,5.0,14842774,2,3,2024-12-04,success
"Fletcher, Wright and Kelly",2020-09-02,FinTech,US,4.0,24774646,4,5,2025-03-31,success
Williams-Mckenzie,2018-10-24,HealthTech,Canada,6.0,23276041,1,2,2023-03-24,fail
"Mccarty, Lowery and Rush",2019-04-06,,India,10.0,9325036,2,3,2025-03-31,fail
"Brown, Robertson and Harris",2014-06-05,E-Commerce,Singapore,9.0,9816806,2,4,2019-04-10,fail
"Williams, Robertson and Williams",2019-06-10,,US,0.0,17006418,2,1,2025-03-31,fail
"Lopez, Schultz and Everett",2021-02-11,Biotech,India,5.0,42595863,5,6,2025-03-31,success
"West, Moore and Benson",2016-02-02,E-Commerce,Singapore,4.0,12669492,1,2,2019-03-19,success
"Campbell, Williams and Welch",2021-09-14,FinTech,India,1.0,16702468,4,5,2022-12-03,success
"Murray, Smith and Bennett",2015-04-22,FinTech,US,1.0,10273326,1,2,2017-08-18,fail
Holt Inc,2018-07-03,FinTech,US,12.0,22819077,2,3,2025-03-31,fail
Buckley Ltd,2014-09-01,,Canada,3.0,24319961,2,7,2022-07-12,fail
Martin-Smith,2013-05-18,Biotech,US,5.0,26975399,4,4,2016-03-18,fail
"Gaines, Walsh and Gonzales",2011-08-27,EdTech,Canada,9.0,13164092,2,5,2020-08-17,fail
Brandt Group,2014-05-29,FinTech,US,1.0,13443393,2,5,2023-08-04,fail
Blackwell and Sons,2010-12-14,AI,US,5.0,26611878,4,5,2017-09-05,fail
Smith PLC,2016-01-14,E-Commerce,India,2.0,15434443,8,7,2021-03-07,success
"Edwards, Riggs and Walker",2018-06-08,FinTech,Canada,1.0,15566378,3,3,2025-03-31,fail
Sims-Sanchez,2012-11-29,FinTech,Canada,3.0,25523722,3,5,,success
"Price, Anderson and Wells",2015-01-02,,India,2.0,14869777,2,3,2016-09-17,fail
"Thompson, York and Levy",2011-01-25,E-Commerce,UK,4.0,15367755,2,3,2014-03-20,success
Sanchez LLC,2010-05-16,FinTech,Singapore,1.0,21326844,3,2,2017-08-02,fail
"Hill, Rodriguez and Harris",2014-04-30,SaaS,US,4.0,16575510,8,5,2017-05-04,fail
Benton PLC,2019-05-10,HealthTech,US,1.0,13770475,1,1,2022-04-12,fail
Nguyen Group,2020-05-21,SaaS,Canada,10.0,19231088,1,1,2025-03-31,success
Day-Taylor,2013-07-30,,US,0.0,15677377,6,3,2019-05-10,fail
"Peters, Fuller and Jones",2015-06-11,Biotech,US,1.0,33249489,3,6,2017-11-06,fail
"Martinez, Lamb and Saunders",2013-03-21,HealthTech,US,1.0,11265447,5,5,2021-05-10,success
"Perry, Allen and Berry",2016-06-29,SaaS,Singapore,3.0,9916451,1,3,2018-01-19,fail
Lamb-Nguyen,2017-06-27,HealthTech,US,0.0,12699243,3,3,2021-05-11,fail
"Clark, Mueller and Johnson",2017-05-02,Gaming,US,3.0,9146250,1,2,2024-10-24,fail
Gross-Bond,2015-09-06,SaaS,Germany,11.0,21259683,5,6,2017-05-17,success
Hall-Miller,2010-06-19,FinTech,US,0.0,22162452,2,6,2013-01-09,fail
Lutz and Sons,2010-03-02,Gaming,Germany,3.0,16050169,1,2,2014-07-14,success
"Wagner, Aguilar and Kaufman",2010-12-22,EdTech,US,0.0,6920361,1,2,2013-11-16,fail
Fletcher and Sons,2016-02-10,FinTech,UK,2.0,16291257,6,8,2022-01-30,fail
Murphy Ltd,2018-06-18,HealthTech,India,3.0,20885788,1,4,2025-03-31,fail
"Johnson, Sanders and Martin",2014-05-28,E-Commerce,US,0.0,12593085,2,4,2017-06-10,fail
"Golden, Rodriguez and Cline",2014-11-03,AI,US,13.0,28538358,2,6,2019-06-21,fail
"Weber, Davidson and Blackwell",2022-11-29,Biotech,India,0.0,28824306,2,7,2025-03-31,fail
"Little, Wood and Hayes",2015-12-07,AI,India,0.0,19504951,2,2,2017-11-24,fail
Jacobs-Moore,2017-06-05,E-Commerce,US,8.0,13465045,1,6,2019-01-08,fail
Allen-Johnson,2010-06-15,Biotech,US,6.0,14123100,4,7,2011-12-16,success
Conner LLC,2017-11-05,,Canada,0.0,2789420,1,2,2025-03-31,fail
Hawkins-Ward,2016-09-24,AI,Singapore,47.0,44297409,4,5,2020-12-31,success
"Marsh, Ball and Cordova",2010-05-16,HealthTech,US,15.0,31599333,3,8,2015-03-14,fail
Higgins Inc,2016-04-23,FinTech,US,3.0,19646547,8,3,2019-04-08,fail
Mullen-Meyer,2014-04-29,Biotech,US,4.0,27216696,4,4,2017-02-16,success
Campbell-Wheeler,2019-06-26,E-Commerce,Singapore,10.0,17988961,3,4,2024-05-06,fail
Peterson PLC,2019-06-17,AI,Singapore,0.0,14798827,2,6,2025-03-31,fail
"Ford, Murphy and Parker",2015-04-23,FinTech,India,1.0,18909061,3,3,2017-06-08,fail
"Bradley, Lamb and Griffith",2010-04-23,EdTech,US,1.0,8504908,4,2,2011-05-07,fail
"Chen, Chapman and Collins",2010-02-21,HealthTech,India,1.0,8244979,1,6,2019-01-12,fail
Haney-Marshall,2020-10-25,FinTech,Singapore,1.0,22475503,2,6,2025-03-31,fail
"Thompson, Ferguson and Thomas",2021-08-03,,India,0.0,17952453,1,4,2023-12-16,fail
Smith Group,2021-10-08,,US,1.0,13250085,5,3,2025-03-31,fail
Burch Inc,2010-05-05,E-Commerce,US,3.0,16867630,4,4,2015-07-07,fail
Crawford-Maddox,2018-07-27,SaaS,UK,29.0,23736074,4,4,2020-06-19,success
Compton-Baker,2018-10-13,Biotech,UK,,32402361,2,6,2025-03-31,fail
"Pena, Brown and Robinson",2022-06-01,Gaming,Germany,5.0,16502190,8,6,,fail
"Williams, Oconnell and Schmidt",2012-04-01,SaaS,India,3.0,17339083,4,3,2018-06-17,success
Kane PLC,2020-01-07,E-Commerce,Israel,0.0,6592631,1,2,2025-03-31,fail
"Bradshaw, Johnson and Callahan",2018-05-13,EdTech,US,0.0,4763143,1,3,2021-09-27,success
"Nguyen, Melton and Shah",2014-03-10,AI,US,0.0,19762525,2,2,2015-03-19,fail
Briggs Ltd,2019-06-29,SaaS,India,8.0,21336334,5,5,2021-02-10,success
"Li, Griffin and Harris",2019-03-05,FinTech,US,3.0,24362876,6,7,2022-05-03,fail
Morales-Williams,2018-07-21,EdTech,US,6.0,10007095,1,1,2024-01-31,fail
Santos PLC,2010-12-13,SaaS,US,9.0,18375139,2,2,2017-04-14,success
Chandler LLC,2021-10-19,,US,1.0,5427039,1,2,2025-03-31,success
Miller-Ferguson,2021-05-21,E-Commerce,US,3.0,14841451,8,3,2025-03-31,fail
Newton-Lee,2017-01-28,Gaming,India,0.0,14541924,1,3,2019-10-13,fail
Allen-Lin,2013-10-04,Biotech,Germany,7.0,28758064,3,4,2020-04-26,fail
Baker LLC,2016-05-27,E-Commerce,India,1.0,8352751,3,3,2024-12-12,fail
Gilbert Inc,2021-05-18,FinTech,US,4.0,17305004,2,6,2025-03-31,fail
"Allen, Sanchez and Nguyen",2015-12-08,Gaming,UK,5.0,11885921,1,4,2019-05-06,fail
"Camacho, Lindsey and Blankenship",2019-09-20,AI,India,,20489246,2,3,2025-03-31,fail
Brown-Johnston,2018-06-02,Gaming,Singapore,3.0,11719326,4,4,2022-12-01,fail
Crawford-Butler,2013-06-24,AI,Germany,5.0,25548648,3,4,2019-06-24,fail
Brown-Greene,2020-05-24,AI,US,3.0,15136141,4,4,2021-10-04,fail
Cherry Inc,2010-02-04,EdTech,India,0.0,8201290,1,2,2016-04-29,success
"Smith, Weeks and Lucas",2012-04-24,FinTech,Germany,1.0,24599750,5,5,2019-07-05,fail
Campbell Inc,2013-07-10,E-Commerce,India,,7627332,1,1,2022-08-15,fail
Reynolds PLC,2013-05-28,SaaS,India,4.0,11074538,1,8,2020-11-01,fail
Whitehead PLC,2011-12-17,E-Commerce,US,2.0,12434007,2,3,2019-06-29,fail
Clark Ltd,2014-04-18,FinTech,US,0.0,15464868,7,4,2022-05-16,fail
Dean Group,2018-09-23,HealthTech,UK,3.0,14593717,3,3,2021-11-20,success
Johnson-Woods,2021-03-09,Biotech,US,0.0,30521681,2,5,2024-01-25,success
Williams Group,2020-03-04,Biotech,Singapore,0.0,26014483,1,9,2025-03-31,success
Clark and Sons,2021-05-13,E-Commerce,US,0.0,13476963,1,2,2025-03-31,success
"Berger, Rowe and Webster",2012-10-06,SaaS,Canada,14.0,28576082,2,5,2014-06-29,fail
"Robinson, Crawford and Wilkerson",2021-11-22,SaaS,US,1.0,11742713,1,2,2025-03-31,fail
Lee Group,2013-07-30,E-Commerce,India,0.0,11795659,1,7,2021-04-24,success
Anderson Inc,2012-08-29,SaaS,India,5.0,17306119,1,4,2014-06-18,success
Hawkins-Santiago,2019-03-27,E-Commerce,US,5.0,13323181,1,6,2025-03-31,fail
"David, Lee and Weber",2019-10-06,Biotech,Singapore,5.0,27974125,2,3,2023-01-23,fail
Colon-Roman,2014-01-17,E-Commerce,Canada,2.0,11692773,5,4,2016-06-11,fail
"Cruz, Harding and Stephens",2014-04-19,E-Commerce,US,0.0,17364577,1,3,2018-06-19,fail
Stevens-Moody,2017-10-22,,India,0.0,18386645,1,1,2024-03-25,fail
Morgan-Gomez,2022-04-12,EdTech,India,13.0,7677122,2,2,2025-03-31,fail
"George, Brown and Johnson",2015-05-24,Gaming,Canada,3.0,9970400,3,11,2020-11-16,fail
Greer-Barnes,2020-03-24,E-Commerce,US,6.0,14576361,3,2,2025-03-31,success
Briggs-Torres,2020-01-17,AI,Singapore,4.0,24624562,2,3,2025-03-31,fail
"Hughes, Payne and Cohen",2021-08-28,EdTech,Israel,10.0,11294989,1,6,2025-03-31,success
Schwartz-Nelson,2016-11-08,E-Commerce,US,3.0,14317146,1,6,2019-07-02,fail
Jones-Bass,2016-09-18,HealthTech,India,9.0,24504886,5,5,2021-06-01,fail
"Johnson, Boyle and Evans",2018-09-23,SaaS,UK,0.0,13316457,3,8,2025-03-31,fail
Gomez-Rodriguez,2022-01-08,AI,US,,38972539,5,5,2025-03-31,success
Hall PLC,2019-12-21,AI,UK,7.0,19994426,3,2,,fail
Henderson and Sons,2011-07-15,FinTech,US,9.0,24523922,2,6,2016-04-28,fail
Brown-Rodriguez,2021-02-26,AI,US,,11544764,1,1,2022-06-21,fail
Smith-Clements,2022-08-04,Gaming,US,1.0,7457700,5,10,2025-03-31,fail
"Maldonado, Gates and Becker",2016-06-10,AI,Israel,4.0,38423331,3,6,2019-05-19,fail
"Hunter, Bender and Winters",2018-06-29,AI,India,5.0,21014439,7,4,2021-10-01,success
